Symbol,Synonym Symbol,Scientific Name with Author,Common Name,Family
ACCO3,,Achyronychia cooperi Torr. & A. Gray,onyxflower,Caryophyllaceae
ACCO4,,Aconitum columbianum Nutt.,Columbian monkshood,Ranunculaceae
ACCO5,,Acacia cornigera (L.) Willd.,bullhorn wattle,Fabaceae
ACCOC,,Acacia constricta Benth. var. constricta,whitethorn acacia,Fabaceae
ACCOC3,,Aconitum columbianum Nutt. ssp. columbianum,Columbian monkshood,Ranunculaceae
ACCOC3,ACCOB,Aconitum columbianum Nutt. var. bakeri (Greene) Harrington,,
ACCOC3,ACCOO,Aconitum columbianum Nutt. var. ochroleucum A. Nelson,,
ACCOC3,ACCOP,Aconitum columbianum Nutt. ssp. pallidum Piper,,
ACCOC3,ACGE3,Aconitum geranioides Greene,,
ACCOC3,ACLE6,Aconitum leibergii Greene,,
ACCOC3,ACMO3,Aconitum mogollonicum Greene,,
ACCOP9,,Acacia constricta Benth. var. paucispina Wooton & Standl.,whitethorn acacia,Fabaceae
ACCOV2,,Aconitum columbianum Nutt. ssp. viviparum (Greene) D.E. Brink,Columbian monkshood,Ranunculaceae
ACCOV2,ACBU,Aconitum bulbiferum Howell,,
ACCOV2,ACCOH,Aconitum columbianum Nutt. var. howellii (A. Nelson & J.F. Macbr.) C.L. Hitchc.,,
ACCOV2,ACHA2,Aconitum hansenii Greene,,
ACCOV2,ACHO,Aconitum howellii A. Nelson & J.F. Macbr.,,
ACCOV2,ACVI5,Aconitum viviparum Greene,,
ACCR,,Acleisanthes crassifolia A. Gray,Texas trumpets,Nyctaginaceae
ACCR2,,Acacia craspedocarpa F. Muell.,,Fabaceae
ACCR3,,Achillea crithmifolia Waldst. & Kit.,,Asteraceae
ACCU4,,Acacia cultriformis A. Cunn. ex G. Don,knife acacia,Fabaceae
ACCU5,,Acacia cupularis Domin,,Fabaceae
ACCU6,,Achnatherum curvifolium (Swallen) Barkworth,Guadalupe ricegrass,Poaceae
ACCU6,STCU2,Stipa curvifolia Swallen,,
ACCY2,,Acacia cyclops A. Cunn. ex G. Don,coastal wattle,Fabaceae
ACDA,,Acrostichum danaeifolium Langsd. & Fisch.,inland leatherfern,Pteridaceae
ACDA,ACEX2,Acrostichum excelsum Maxon,,
ACDA5,,Acacia davyi N.E. Br.,,Fabaceae
ACDE,,Acacia decurrens (Wendl. f.) Willd.,green wattle,Fabaceae
ACDE,MIDE17,Mimosa decurrens Wendl. f.,,
ACDE11,,"Acacia deanei (R.T. Baker) R.T. Baker ex M.B. Welch, Coombs & McGlymn",Deane's wattle,Fabaceae
ACDE12,,Acacia decora Rchb.,graceful wattle,Fabaceae
ACDE2,,Aconitum delphiniifolium DC.,larkspurleaf monkshood,Ranunculaceae
ACDE3,,Acacia dealbata Link,silver wattle,Fabaceae
ACDE3,ACDED,Acacia decurrens (Wendl. f.) Willd. var. dealbata (Link) F. Muell.,,
ACDE4,,Acalypha deamii (Weath.) H.E. Ahles,Deam's threeseed mercury,Euphorbiaceae
ACDE4,ACRHD,Acalypha rhomboidea Raf. var. deamii (Weath.) Weath.,,
ACDE4,ACVID,Acalypha virginica L. var. deamii Weath.,,
ACDE5,,Acmella decumbens (Sm.) R.K. Jansen,creeping spotflower,Asteraceae
ACDE5,SPAMS,Spilanthes americana (Mutis ex L. f.) Hieron. var. stolonifera (DC.) A.H. Moore,,
ACDE5,SPST4,Spilanthes stolonifera DC.,,
ACDE9,,Acarospora desolata H. Magn.,cracked lichen,Acarosporaceae
ACDEC,,Aconitum delphiniifolium DC. ssp. chamissonianum (Rchb.) HultÃ©n,larkspurleaf monkshood,Ranunculaceae
ACDED3,,Aconitum delphiniifolium DC. ssp. delphiniifolium,larkspurleaf monkshood,Ranunculaceae
ACDED3,ACDEA,Aconitum delphiniifolium DC. var. albiflorum A.E. Porsild,,
ACDEP,,Aconitum delphiniifolium DC. ssp. paradoxum (Rchb.) HultÃ©n,larkspurleaf monkshood,Ranunculaceae
ACDEP,ACNI3,Aconitum nivatum A. Nelson,,
ACDEP2,,"Acacia deanei (R.T. Baker) R.T. Baker ex M.B. Welch, Coombs & McGlymn ssp. paucijuga (Wakef.) Tindale",,Fabaceae
ACDEP2,ACPA10,Acacia paucijuga Wakef.,,
ACDI10,,Achnatherum diegoense (Swallen) Barkworth,San Diego needlegrass,Poaceae
ACDI10,STDI,Stipa diegoensis Swallen,,
ACDI12,,Acer diabolicum Blume ex K. Koch [excluded],,Aceraceae
ACDI4,,Acarospora dispersa H. Magn.,cracked lichen,Acarosporaceae
ACDI6,,Achillea distans Waldst. & Kit. ex Willd.,Alps yarrow,Asteraceae
ACDI6,ACDE10,Achillea dentifera DC.,,
ACDI7,,Acacia dietrichiana F. Muell.,,Fabaceae
ACDI8,,Acacia difformis R.T. Baker,drooping wattle,Fabaceae
ACDIT,,Achillea distans Waldst. & Kit. ex Willd. ssp. tanacetifolia (All.) Janch.,,Asteraceae
ACDIT,ACTA2,Achillea tanacetifolia All.,,
ACDO2,,Acacia doratoxylon A. Cunn.,spearwood,Fabaceae
ACDR2,,Acacia drummondii Lindl.,Drummond's wattle,Fabaceae
ACDU2,,Acanthomintha duttonii (Abrams) Jokerst,San Mateo thorn-mint,Lamiaceae
ACDU2,ACOBD,Acanthomintha obovata Jeps. ssp. duttonii Abrams,,
ACDU3,,Acacia dunnii Turrill,,Fabaceae
ACEB2,,Acacia eburnea (L. f.) Willd.,,Fabaceae
ACEB3,,Acanthus ebracteatus Vahl,acanthus,Acanthaceae
ACEB3,ACILE,Acanthus ilicifolius L. var. ebracteatus (Vahl) Benoist,,
ACEL,,Acacia elata A. Cunn. ex Benth.,cedar wattle,Fabaceae
ACEL2,,Acarospora elevata H. Magn.,cracked lichen,Acarosporaceae
ACEL4,,Actaea elata (Nutt.) Prantl,tall bugbane,Ranunculaceae
ACEL4,CIEL,Cimicifuga elata Nutt.,,
ACEM,,Acacia Ã—emoryana Benth. (pro sp.),Emory's acacia,Fabaceae
ACEM4,,Achnatherum eminens (Cav.) Barkworth,southwestern needlegrass,Poaceae
ACEM4,STEM2,Stipa eminens Cav.,,
ACER,,Acer L.,maple,Aceraceae
ACER4,,Acacia erioloba E. Mey.,camelthorn,Fabaceae
ACER5,,Acacia erubescens Welw. ex Oliv.,,Fabaceae
ACER7,,Achillea erba-rotta All.,,Asteraceae
ACERR,,Achillea erba-rotta All. ssp. rupestris (Porta) I. Richardson,,Asteraceae
ACERR,ACRU13,Achillea rupestris Porta,,
ACES2,,Acacia estrophiolata F. Muell.,,Fabaceae
ACEX,,Acaena exigua A. Gray,liliwai,Rosaceae
ACEX,ACEXG,Acaena exigua A. Gray var. glaberrima Bitter,,
ACEX,ACEXG2,Acaena exigua A. Gray var. glabriuscula Bitter,,
ACEX,ACEXS,Acaena exigua A. Gray var. subtusstrigulosa Bitter,,
ACEX3,,Acacia extensa Lindl.,,Fabaceae
ACFA,,Acacia farnesiana (L.) Willd.,sweet acacia,Fabaceae
ACFE,,Aconitum ferox Wall. ex Ser.,Indian aconite,Ranunculaceae
ACFE2,,Aciphylla ferox W.R.B. Oliv.,fierce Spaniard,Apiaceae
ACFI,,Achillea filipendulina Lam.,fernleaf yarrow,Asteraceae
ACFI3,,Aconitum fischeri Rchb.,Fischer monkshood,Ranunculaceae
ACFI4,,Acacia fimbriata A. Cunn. ex G. Don,fringed wattle,Fabaceae
ACFL,,Acer floridanum (Chapm.) Pax,southern sugar maple,Aceraceae
ACFL,ACBA3,Acer barbatum Michx. p.p.,,
ACFL,ACBAL,Acer barbatum Michx. var. longii (Fernald) Fernald,,
ACFL,ACBAV,Acer barbatum Michx. var. villipes (Rehder) Ashe,,
ACFL,ACFLL,Acer floridanum (Chapm.) Pax var. longii Fernald,,
ACFL,ACFLV,Acer floridanum (Chapm.) Pax var. villipes Rehder,,
ACFL,ACNIF,Acer nigrum Michx. f. var. floridanum (Chapm.) Fosberg,,
ACFL,ACSAF,Acer saccharum Marshall ssp. floridanum (Chapm.) Desmarais,,
ACFL,ACSAF2,Acer saccharinum L. var. floridanum Chapm.,,
ACFL,ACSAF3,Acer saccharum Marshall var. floridanum (Chapm.) Small & A. Heller,,
ACFL,SABA13,Saccharodendron barbatum (Michx.) Nieuwl.,,
ACFL,SAFL8,Saccharodendron floridanum (Chapm.) Nieuwl.,,
ACFL6,,Acacia floribunda (Vent.) Willd.,,Fabaceae
ACFR,,Acer Ã—freemanii A.E. Murray,Freeman maple,Aceraceae
ACFU2,,Acarospora fuscata (Schrad.) Arnold,cracked lichen,Acarosporaceae
ACFU2,ACCA19,Acarospora cartilaginea H. Magn.,,
ACFU2,ACSQ2,Acarospora squamulosa (Schrad.) Trevis.,,
ACFU3,,Acarospora fuscescens H. Magn.,cracked lichen,Acarosporaceae
ACGA2,,Acarospora gallica H. Magn.,Gallic cracked lichen,Acarosporaceae
ACGA3,,Acacia galpinii Burtt Davy,,Fabaceae
ACGE4,,Acarospora geogena H. Magn.,cracked lichen,Acarosporaceae
ACGE4,ACGE6,Acarospora geophila H. Magn.,,
ACGE5,,Acrocordia gemmata (Ach.) A. Massal.,acrocordia lichen,Monoblastiaceae
ACGE5,ARAL21,Arthopyrenia alba (Schrad.) Zahlbr.,,
ACGE5,ARGE4,Arthopyrenia gemmata (Ach.) A. Massal.,,
ACGE5,ARSP12,Arthopyrenia sphaeroides (Wallr.) Zahlbr.,,
ACGE7,,Acacia gerrardii Benth.,,Fabaceae
ACGE8,,Acacia genistifolia Link,early wattle,Fabaceae
ACGE8,ACDI9,Acacia diffusa Lindl.,,
ACGI,,Acer ginnala Maxim.,Amur maple,Aceraceae
ACGI,ACTAG,Acer tataricum L. ssp. ginnala (Maxim.) Wesmael,,
ACGL,,Acer glabrum Torr.,Rocky Mountain maple,Aceraceae
ACGL2,,Acarospora glaucocarpa (Ach.) KÃ¶rb.,cracked lichen,Acarosporaceae
ACGL4,,Acacia glauca (L.) Moench,acacia,Fabaceae
ACGL5,,Acacia gladiiformis A. Cunn. ex Benth.,,Fabaceae
ACGL6,,Acacia glandulicarpa Reader,,Fabaceae
ACGLD3,,Acer glabrum Torr. var. diffusum (Greene) Smiley,Rocky Mountain maple,Aceraceae
ACGLD3,ACDI,Acer diffusum Greene,,
ACGLD3,ACGLD,Acer glabrum Torr. ssp. diffusum (Greene) A.E. Murray,,
ACGLD4,,Acer glabrum Torr. var. douglasii (Hook.) Dippel,Douglas maple,Aceraceae
ACGLD4,ACDO,Acer douglasii Hook.,,
ACGLD4,ACGLD2,Acer glabrum Torr. ssp. douglasii (Hook.) Wesmael,,
ACGLG,,Acer glabrum Torr. var. greenei Keller,Greene's maple,Aceraceae
ACGLG2,,Acer glabrum Torr. var. glabrum,Rocky Mountain maple,Aceraceae
ACGLG2,ACGLT3,Acer glabrum Torr. var. tripartitum (Nutt. ex Torr. & A. Gray) Pax,,
ACGLG2,ACGLT4,Acer glabrum Torr. var. typicum (Wesmael) Keller,,
ACGLG2,ACTR3,Acer tripartitum Nutt. ex Torr. & A. Gray,,
ACGLN2,,Acer glabrum Torr. var. neomexicanum (Greene) Kearney & Peebles,New Mexico maple,Aceraceae
ACGLN2,ACGLN,Acer glabrum Torr. ssp. neomexicanum (Greene) A.E. Murray,,
ACGLN2,ACGLP,Acer glabrum Torr. var. parviflorum A.E. Murray,,
ACGLN2,ACNE6,Acer neomexicanum Greene,,
ACGLT2,,Acer glabrum Torr. var. torreyi (Greene) Smiley,Torrey maple,Aceraceae
ACGLT2,ACGLT,Acer glabrum Torr. ssp. torreyi (Greene) A.E. Murray,,
ACGLT2,ACTO2,Acer torreyi Greene,,
ACGO2,,Acacia goetzei Harms,,Fabaceae
ACGR,,Acacia greggii A. Gray,catclaw acacia,Fabaceae
ACGR12,,Achillea grandifolia Friv.,,Asteraceae
ACGR14,,Acer griseum (Franch.) Pax,paperbark maple,Aceraceae
ACGR15,,Acorus gramineus Sol. ex Aiton,grassleaf sweet flag,Acoraceae
ACGR2,,Acalypha gracilens A. Gray,slender threeseed mercury,Euphorbiaceae
ACGR2,ACGRD,Acalypha gracilens A. Gray var. delzii L. Mill.,,
ACGR2,ACGRF,Acalypha gracilens A. Gray var. fraseri (MÃ¼ll. Arg.) Weath.,,
ACGR2,ACVIG,Acalypha virginica L. var. gracilens (A. Gray) MÃ¼ll. Arg.,,
ACGR3,,Acer grandidentatum Nutt.,bigtooth maple,Aceraceae
ACGR9,,Acacia gracilifolia Maiden & Blakely,graceful wattle,Fabaceae
ACGRG,,Acer grandidentatum Nutt. var. grandidentatum,bigtooth maple,Aceraceae
ACGRG,ACSAG2,Acer saccharum Marshall ssp. grandidentatum (Nutt.) Desmarais,,
ACGRG,ACSAG3,Acer saccharum Marshall var. grandidentatum (Nutt.) Sudw.,,
ACGRG,SAGR17,Saccharodendron grandidentatum (Nutt.) Nieuwl.,,
ACGRG3,,Acacia greggii A. Gray var. greggii,catclaw acacia,Fabaceae
ACGRS,,Acer grandidentatum Nutt. var. sinuosum (Rehder) Little,canyon maple,Aceraceae
ACGRS,ACBR,Acer brachypterum Wooton & Standl.,,
ACGRS,ACGRB,Acer grandidentatum Nutt. var. brachypterum (Wooton & Standl.) Palmer,,
ACGRS,ACSAB,Acer saccharum Marshall ssp. brachypterum (Wooton & Standl.) A.E. Murray,,
ACGRS,ACSAS3,Acer saccharum Marshall var. sinuosum (Rehder) Sarg.,,
ACGRS,ACSI3,Acer sinuosum Rehder,,
ACGRW,,Acacia greggii A. Gray var. wrightii (Benth.) Isely,catclaw acacia,Fabaceae
ACHA3,,Acarospora hassei Herre,Hasse's cracked lichen,Acarosporaceae
ACHA4,,Acacia hakeoides A. Cunn. ex Benth.,,Fabaceae
ACHE10,,Achnatherum hendersonii (Vasey) Barkworth,Henderson's needlegrass,Poaceae
ACHE10,ORHE,Oryzopsis hendersonii Vasey,,
ACHE10,STHE5,Stipa hendersonii (Vasey) Muhl.,,
ACHE11,,Acrolejeunea heterophylla (A. Evans) Grolle & Gradst.,,Lejeuneaceae
ACHE12,,Acacia hemiteles Benth.,,Fabaceae
ACHE12,ACGR10,Acacia graffiana F. Muell.,,
ACHE6,,Acarospora heppii (Nageli ex Hepp) Nageli ex KÃ¶rb.,Hepp's cracked lichen,Acarosporaceae
ACHE7,,Acarospora heufleriana KÃ¶rb.,Heufler's cracked lichen,Acarosporaceae
ACHE8,,Acacia hebeclada DC.,,Fabaceae
ACHE9,,Acronychia heterophylla A. Gray,,Rutaceae
ACHI,,Acanthospermum hispidum DC.,hispid starbur,Asteraceae
ACHI2,,Acalypha hispida Burm. f.,red-hot cat's tail,Euphorbiaceae
ACHI6,,Acarospora hilaris (Dufour) Hue,cracked lichen,Acarosporaceae
ACHIL,,Achillea L.,yarrow,Asteraceae
ACHLY,,Achlys DC.,achlys,Berberidaceae
ACHNA,,Achnatherum P. Beauv.,needlegrass,Poaceae
ACHNE,,Ã—Achnella Barkworth,ricegrass,Poaceae
ACHO2,,Acacia holosericea A. Cunn. ex G. Don,candelabra wattle,Fabaceae
ACHO4,,Acacia horrida (L.) Willd.,,Fabaceae
ACHO5,,Acacia howittii F. Muell.,sticky wattle,Fabaceae
ACHU,,Acanthospermum humile (Sw.) DC.,low starbur,Asteraceae
ACHU,MEHU5,Melampodium humile Sw.,,
ACHY,,Achnatherum hymenoides (Roem. & Schult.) Barkworth,Indian ricegrass,Poaceae
ACHY,ERCU9,Eriocoma cuspidata Nutt.,,
ACHY,ORHY,Oryzopsis hymenoides (Roem. & Schult.) Ricker ex Piper,,
ACHY,STHY6,Stipa hymenoides Roem. & Schult.,,
ACHYR,,Achyrachaena Schauer,blow wives,Asteraceae
ACHYR2,,Achyranthes L.,chaff flower,Amaranthaceae
ACHYR3,,Achyronychia Torr. & A. Gray,achyronychia,Caryophyllaceae
ACICA,,Acicarpha Juss.,acicarpha,Calyceraceae
ACIDA,,Acidanthera Hochst.,acidanthera,Iridaceae
ACIL,,Acanthomintha ilicifolia (A. Gray) A. Gray,San Diego thorn-mint,Lamiaceae
ACIM2,,Acarospora immersa Fink,water cracked lichen,Acarosporaceae
ACIM3,,Acarospora impressula Th. Fr.,cracked lichen,Acarosporaceae
ACIM4,,Acacia imbricata F. Muell.,imbricate wattle,Fabaceae
ACIM5,,Acacia implexa Benth.,screw-pod wattle,Fabaceae
ACIM6,,Achillea impatiens L.,,Asteraceae
ACIN12,,Acalypha indica L.,Indian acalypha,Euphorbiaceae
ACIN2,,Aconitum infectum Greene,Arizona monkshood,Ranunculaceae
ACIN5,,Acarospora instrata H. Magn.,cracked lichen,Acarosporaceae
ACIN6,,Acarospora interjecta H. Magn.,cracked lichen,Acarosporaceae
ACIN7,,Acarospora interposita H. Magn.,cracked lichen,Acarosporaceae
ACIN8,,Acarospora interspersa H. Magn.,cracked lichen,Acarosporaceae
ACINO,,Acinos Mill.,acinos,Lamiaceae
ACIO,,Acmella iodiscaea (A.H. Moore) R.K. Jansen,maluco,Asteraceae
ACIO,SPIO,Spilanthes iodiscaea A.H. Moore,,
ACIPH,,Aciphylla J.R. Forst. & G. Forst.,fierce Spaniard,Apiaceae
ACIR,,Acacia irrorata Sieber ex Spreng.,green wattle,Fabaceae
ACISA,,Acisanthera P. Br.,acisanthera,Melastomataceae
ACIT2,,Acacia iteaphylla F. Muell. ex Benth.,,Fabaceae
ACIX2,,Acacia ixiophylla Benth.,,Fabaceae
ACJA,,Achyranthes japonica (Miq.) Nakai,Japanese chaff flower,Amaranthaceae
ACJA2,,Acer japonicum Thurb.,Amur maple,Aceraceae
ACJAH,,Achyranthes japonica (Miq.) Nakai var. hachijoensis Honda,Japanese chaff flower,Amaranthaceae
ACJI,,Acacia jibberdingensis Maiden & Blakely,,Fabaceae
ACJO2,,Acacia jonesii F. Muell. & Maiden,,Fabaceae
ACKA2,,Acacia karroo Hayne,karroothorn,Fabaceae
ACKO,,Acacia koa A. Gray,koa,Fabaceae
ACKO,ACKA,Acacia kauaiensis Hillebr.,,
ACKO,ACKOH,Acacia koa A. Gray var. hawaiiensis Rock,,
ACKO,ACKOL,Acacia koa A. Gray var. lanaiensis Rock,,
ACKO,ACKOW,Acacia koa A. Gray var. waimeae Hochr.,,
ACKO2,,Acacia koaia Hillebr.,koaoha,Fabaceae
ACLA10,,Acacia lanuginophylla R.S. Cowan & Maslin,,Fabaceae
ACLA10,ACLA11,"Acacia lanuginosa C.A. Gardner, nom. illeg.",,
ACLA12,,Actaea laciniata (S. Watson) J. Compton,Mt. Hood bugbane,Ranunculaceae
ACLA12,CILA,Cimicifuga laciniata S. Watson,,
ACLA2,,Acanthomintha lanceolata Curran,Santa Clara thorn-mint,Lamiaceae
ACLA6,,Acacia lasiocalyx C.R.P. Andrews,,Fabaceae
ACLA8,,Achnatherum latiglume (Swallen) Barkworth,Sierra needlegrass,Poaceae
ACLA8,STLA2,Stipa latiglumis Swallen,,
ACLE,,Acer leucoderme Small,chalk maple,Aceraceae
ACLE,ACNIL,Acer nigrum Michx. f. var. leucoderme (Small) Fosberg,,
ACLE,ACSAL,Acer saccharum Marshall ssp. leucoderme (Small) Desmarais,,
ACLE,ACSAL2,Acer saccharum Marshall var. leucoderme (Small) Rehder,,
ACLE,SALE8,Saccharodendron leucoderme (Small) Nieuwl.,,
ACLE2,,Acer leucoderme Ã— saccharum [unnamed hybrid],hybrid sugar maple,Aceraceae
ACLE2,ACSE12,"Acer Ã—senecaense Slavin, nom. inval.",,
ACLE7,,Acacia leiophylla Benth.,,Fabaceae
ACLE9,,Achnatherum lettermanii (Vasey) Barkworth,Letterman's needlegrass,Poaceae
ACLE9,STLE4,Stipa lettermanii Vasey,,
ACLEI,,Acleisanthes A. Gray,trumpets,Nyctaginaceae
ACLEL,,Achnatherum lemmonii (Vasey) Barkworth var. lemmonii,Lemmon's needlegrass,Poaceae
ACLEL,ACLEL2,Achnatherum lemmonii (Vasey) Barkworth ssp. lemmonii,,
ACLEL,STLE2,Stipa lemmonii (Vasey) Scribn.,,
ACLEL,STLEJ,Stipa lemmonii (Vasey) Scribn. var. jonesii Scribn.,,
ACLEL,STLEL,Stipa lemmonii (Vasey) Scribn. var. lemmonii,,
ACLEP,,Achnatherum lemmonii (Vasey) Barkworth var. pubescens (Crampton) Barkworth,pubescent Lemmon's needlegrass,Poaceae
ACLEP,ACLEP2,Achnatherum lemmonii (Vasey) Barkworth ssp. pubescens (Crampton) Barkworth,,
ACLEP,STLEP,Stipa lemmonii (Vasey) Scribn. var. pubescens Crampton,,
ACLI2,,Achillea ligustica All.,Ligurian yarrow,Asteraceae
ACLI5,,Acacia lineata A. Cunn. ex G. Don,,Fabaceae
ACLI7,,Achillea lingulata Waldst. & Kit.,,Asteraceae
ACLI8,,Acacia ligulata Benth.,acacia,Fabaceae
ACLO,,Acacia longifolia (Andrews) Willd.,Sydney golden wattle,Fabaceae
ACLO,ACLA,Acacia latifolia hort.,,
ACLO2,,Acleisanthes longiflora A. Gray,angel's trumpets,Nyctaginaceae
ACLO7,,Achnatherum lobatum (Swallen) Barkworth,littleawn needlegrass,Poaceae
ACLO7,STLO3,Stipa lobata Swallen,,
ACLO8,,Acacia longissima H.L. Wendl.,,Fabaceae
ACLO8,ACLI4,Acacia linearis Sims,,
ACLOS3,,Acacia longifolia (Andrews) Willd. ssp. sophorae (Labill.) Court,,Fabaceae
ACLOS3,ACLOS2,Acacia longifolia (Andrews) Willd. var. sophorae (Labill.) F. Muell. ex Benth.,,
ACLU,,Actaea Ã—ludovici B. Boivin,baneberry,Ranunculaceae
ACLY,,Aconitum lycoctonum L.,monkshood,Ranunculaceae
ACLY,ACSE3,Aconitum septentrionale Koelle,,
ACMA,,Acacia macracantha Humb. & Bonpl. ex Willd.,porknut,Fabaceae
ACMA10,,Acarospora macrospora (Hepp) Bagl.,big spore cracked lichen,Acarosporaceae
ACMA10,ACSQ,Acarospora squamulosa sensu Th. Fr.,,
ACMA11,,Acacia maidenii F. Muell.,,Fabaceae
ACMA12,,Acacia mangium Willd.,,Fabaceae
ACMA13,,Achillea macrophylla L.,,Asteraceae
ACMA15,,Achillea macrocephala Rupr.,,Asteraceae
ACMA15,ACPTM,Achillea ptarmica L. ssp. macrocephala (Rupr.) Heimerl,,
ACMA3,,Acer macrophyllum Pursh,bigleaf maple,Aceraceae
ACMA4,,Aconitum maximum Pall. ex DC.,Kamchatka aconite,Ranunculaceae
ACMA5,,Acroceras macrum Stapf,Nile grass,Poaceae
ACME,,Acacia melanoxylon R. Br.,blackwood,Fabaceae
ACME2,,Acrocomia media O.F. Cook,grugru palm,Arecaceae
ACME4,,Acrocordia megalospora (Fink) R.C. Harris,acrocordia lichen,Monoblastiaceae
ACME4,ARFI7,Arthopyrenia finkii Zahlbr.,,
ACME4,ARMA26,Arthopyrenia macrospora Fink,,
ACME4,PYME3,Pyrenula megalospora Fink,,
ACME6,,Acacia merrallii F. Muell.,,Fabaceae
ACME7,,Acalypha mexicana MÃ¼ll. Arg.,Mexican copperleaf,Euphorbiaceae
ACME7,ACINM,Acalypha indica L. var. mexicana (MÃ¼ll. Arg.) Pax & K. Hoffm.,,
ACME8,,Acacia mellifera (Vahl) Benth.,,Fabaceae
ACME80,,Acacia mearnsii De Wild.,black wattle,Fabaceae
ACME80,ACDEM,Acacia decurrens (Wendl. f.) Willd. var. mollis Lindl.,,
ACMED,,Acacia mellifera (Vahl) Benth. ssp. detinens (Burch.) Brenan,,Fabaceae
ACMEL,,Acmella Rich. ex Pers.,spotflower,Asteraceae
ACMI,,Acacia millefolia S. Watson,milfoil wattle,Fabaceae
ACMI2,,Achillea millefolium L.,common yarrow,Asteraceae
ACMI3,,Acourtia microcephala DC.,sacapellote,Asteraceae
ACMI3,PEMI11,Perezia microcephala (DC.) A. Gray,,
ACMI5,,Acacia microbotrya Benth.,,Fabaceae
ACMI6,,Acacia microcarpa F. Muell.,manna wattle,Fabaceae
ACMIA,,Achillea millefolium L. var. alpicola (Rydb.) Garrett,common yarrow,Asteraceae
ACMIA,ACAL11,Achillea alpicola (Rydb.) Rydb.,,
ACMIA,ACFU,Achillea fusca Rydb.,,
ACMIA,ACLAA,Achillea lanulosa Nutt. ssp. alpicola (Rydb.) D.D. Keck,,
ACMIA,ACLAA2,Achillea lanulosa Nutt. var. alpicola Rydb.,,
ACMIA,ACMIF,Achillea millefolium L. var. fusca (Rydb.) G.N. Jones,,
ACMIA,ACSU3,Achillea subalpina Greene,,
ACMIA2,,Achillea millefolium L. var. arenicola (A. Heller) Nobs,common yarrow,Asteraceae
ACMIA2,ACAR6,Achillea arenicola A. Heller,,
ACMIA2,ACBOA,Achillea borealis Bong. ssp. arenicola (A. Heller) D.D. Keck,,
ACMIA2,ACBOA2,Achillea borealis Bong. var. arenicola (A. Heller) J.T. Howell,,
ACMIA2,ACMIM4,Achillea millefolium L. var. maritima Jeps.,,
ACMIB,,Achillea millefolium L. var. borealis (Bong.) Farw.,boreal yarrow,Asteraceae
ACMIB,ACBO,Achillea borealis Bong.,,
ACMIB,ACBOT,Achillea borealis Bong. ssp. typica D.D. Keck,,
ACMIB,ACMIA3,Achillea millefolium L. ssp. atrotegula B. Boivin,,
ACMIB,ACMIB2,Achillea millefolium L. ssp. borealis (Bong.) Breitung,,
ACMIB,ACMIF2,Achillea millefolium L. var. fulva B. Boivin,,
ACMIB,ACMIP3,Achillea millefolium L. var. parviligula B. Boivin,,
ACMIB,ACMIP4,Achillea millefolium L. var. parvula B. Boivin,,
ACMIC,,Achillea millefolium L. var. californica (Pollard) Jeps.,California yarrow,Asteraceae
ACMIC,ACBOC,Achillea borealis Bong. ssp. californica (Pollard) D.D. Keck,,
ACMIC,ACBOC2,Achillea borealis Bong. var. californica (Pollard) J.T. Howell,,
ACMIC,ACCA7,Achillea californica Pollard,,
ACMIG,,Achillea millefolium L. var. gigantea (Pollard) Nobs,giant yarrow,Asteraceae
ACMIG,ACGI2,Achillea gigantea Pollard,,
ACMIL2,,Achillea millefolium L. var. litoralis Ehrend. ex Nobs,coast yarrow,Asteraceae
ACMIM2,,Achillea millefolium L. var. millefolium,common yarrow,Asteraceae
ACMIM2,ACMA14,Achillea magna auct.,,
ACMIM5,,Achillea millefolium L. var. megacephala (Raup) B. Boivin,common yarrow,Asteraceae
ACMIN,,Achillea millefolium L. var. nigrescens E. Mey.,common yarrow,Asteraceae
ACMIN,ACNI4,Achillea nigrescens (E. Mey.) Rydb.,,
ACMIO,,Achillea millefolium L. var. occidentalis DC.,western yarrow,Asteraceae
ACMIO,ACAN7,Achillea angustissima Rydb.,,
ACMIO,ACAS2,Achillea aspleniifolia auct. non Vent.,,
ACMIO,ACER2,Achillea eradiata Piper,,
ACMIO,ACGR5,Achillea gracilis Raf.,,
ACMIO,ACLA3,Achillea laxiflora Pollard & Cockerell,,
ACMIO,ACLA5,Achillea lanulosa Nutt.,,
ACMIO,ACLAA3,Achillea lanulosa Nutt. var. arachnoidea Lunell,,
ACMIO,ACLAE,Achillea lanulosa Nutt. var. eradiata (Piper) M. Peck,,
ACMIO,ACLAT,Achillea lanulosa Nutt. ssp. typica D.D. Keck,,
ACMIO,ACMIA4,Achillea millefolium L. var. aspleniifolia (Vent.) Farw.,,
ACMIO,ACMIG2,Achillea millefolium L. var. gracilis (Raf.) Raf. ex DC.,,
ACMIO,ACMIL,Achillea millefolium L. ssp. lanulosa (Nutt.) Piper,,
ACMIO,ACMIL3,Achillea millefolium L. var. lanulosa (Nutt.) Piper,,
ACMIO,ACMIO2,Achillea millefolium L. ssp. occidentalis (DC.) Hyl.,,
ACMIO,ACMIP5,Achillea millefolium L. ssp. pallidotegula B. Boivin,,
ACMIO,ACMIR,Achillea millefolium L. var. rosea (Desf.) Torr. & A. Gray,,
ACMIO,ACMIR2,Achillea millefolium L. var. russeolata B. Boivin,,
