COMMON_NAME,GENUS,SPECIESp,TreeSpecies
mountain colicwood,Myrsine,emarginata,MYEM
streambank colicwood,Myrsine,fernseei,MYFE
Koolau Range colicwood,Myrsine,fosbergii,MYFO
Wahiawa Bog colicwood,Myrsine,helleri,MYHE3
Kauai colicwood,Myrsine,kauaiensis,MYKA
Kokee colicwood,Myrsine,knudsenii,MYKN
Lanai colicwood,Myrsine,lanaiensis,MYLA3
kolea lau nui,Myrsine,lessertiana,MYLE2
Hanapepe River colicwood,Myrsine,mezii,MYME2
swamp colicwood,Myrsine,petiolata,MYPE3
Molokai colicwood,Myrsine,pukooensis,MYPU2
kokea lau lii,Myrsine,sandwicensis,MYSA2
colicwood,Myrsine,spp.,MYRSI
Mt. Kahili colicwood,Myrsine,wawraea,MYWA
Nectandra coriacea,Nectandra,coriacea,NECO
shinglewood,Nectandra,hihua,NEHI2
Nectandra krugii,Nectandra,krugii,NEKR
Nectandra membranacea,Nectandra,membranacea,NEME3
Nectandra patens,Nectandra,patens,NEPA4
Nectandra turbacensis,Nectandra,turbacensis,NETU
saltwood,Neea,buxifolia,NEBU
fao,Neisosperma,oppositifolia,NEOP
kadam,Neolamarckia,cadamba,NECA7
aquilon,Neolaugeria,resinosa,NERE2
afa,Neonauclea,forsteri,NEFO2
Rambutan,Nephelium,lappaceum,NELA7
maaloa,Neraudia,melastomifolia,NEME5
oleander,Nerium,oleander,NEOL
keahi,Nesoluma,polynesicum,NEPO
Hawaii olive,Nestegis,sandwicensis,NESA2
nestegis,Nestegis,spp.,NESTE
"kalm, aralm",Neuburgia,celebica,NECE
tree tobacco,Nicotiana,glauca,NIGL
tobacco,Nicotiana,spp.,NICOT
smallflower aiea,Nothocestrum,breviflorum,NOBR2
broadleaf aiea,Nothocestrum,latifolium,NOLA
longleaf aiea,Nothocestrum,longifolium,NOLO
Oahu aiea,Nothocestrum,peltatum,NOPE
aiea,Nothocestrum,spp.,NOTHO3
kaala rockwort,Nototrichium,humile,NOHU
Hawaii rockwort,Nototrichium,sandwicense,NOSA
"toechel, teuechel",Nypa,fruticans,NYFR2
African bird's-eye bush,Ochna,mossambicensis,OCMO4
kapoktree,Ceiba,pentandra,CEPE2
Celtis paniculata,Celtis,paniculata,CEPA6
almex,Celtis,trinervia,CETR3
St. John's bread,Ceratonia,siliqua,CESI3
chuti,Cerbera,dilatata,CEDI12
emeridech,Cerbera,floribunda,CEFL2
leva,Cerbera,manghas,CEMA20
Cerbera spp,Cerbera,spp,CERBE
lady of the night cactus,Cereus,hexagonus,CEHE3
Cereus hildmannianus,Cereus,hildmannianus,CEHI3
sweetpotato cactus,Cereus,spp.,CEREU
biut,Ceriops,tagal,CETA2
orange jessamine,Cestrum,aurantiacum,CEAU2
day jessamine,Cestrum,diurnum,CEDI6
galen del monte,Cestrum,laurifolium,CELA2
night jessamine,Cestrum,nocturnum,CENO
jessamine,Cestrum,spp.,CESTR
jointed sandmat,Chamaesyce,articulata,CHAR8
koko,Chamaesyce,atrococca,CHAT2
ekoko,Chamaesyce,celastroides,CHCE
Herbsts sandmat,Chamaesyce,herbstii,CHHE3
kokomalei,Chamaesyce,kuwaleana,CHKU
alpine sandmat,Chamaesyce,olowaluana,CHOL3
Koolau Range sandmat,Chamaesyce,rockii,CHRO2
sandmat,Chamaesyce,spp.,CHAMA15
Napali coast papala,Charpentiera,densiflora,CHDE3
ellipticleaf papala,Charpentiera,elliptica,CHEL
broadleaf papala,Charpentiera,obovata,CHOB2
Koolau Range papala,Charpentiera,ovata,CHOV2
papala,Charpentiera,spp.,CHARP
Waianae Range papala,Charpentiera,tomentosa,CHTO3
Domins club,Cheirodendron,dominii,CHDO3
Fauries club,Cheirodendron,fauriei,CHFA
olapa,Cheirodendron,forbesii,CHFO4
lapalapa,Cheirodendron,platyphyllum,CHPL
cheirodendron,Cheirodendron,spp.,CHEIR
olapalapa,Cheirodendron,trigynum,CHTR2
alaweo,Chenopodium,oahuense,CHOA
goosefoot,Chenopodium,spp.,CHENO
hueso,Chionanthus,axilliflorus,CHAX2
bridgotree,Chionanthus,compactus,CHCO12
white rosewood,Chionanthus,domingensis,CHDO4
hueso prieto,Chionanthus,holdridgei,CHHO4
cabra blanca,Chionanthus,ligustrinus,CHLI6
vitiensis,Chionanthus,vitiensis,CHVI22
puntaj jayuya,Chione,seminervis,CHSE5
fatpork,Chione,venosa,CHVE4
african teak,Chlorophora,excelsa,CHEX5
silk-floss tree,Chorisia,speciosa,CHSP13
icaco coco plum,Chrysobalanus,icaco,CHIC
bastard redwood,Chrysophyllum,argenteum,CHAR6
star apple,Chrysophyllum,cainito,CHCA10
satinleaf,Chrysophyllum,oliviforme,CHOL
camito de perro,Chrysophyllum,pauciflorum,CHPA31
Hawaiian tree fern,Cibotium,heleniae,CIHE7
Chamissos manfern,Cibotium,chamissoi,CICH
hapuu,Cibotium,glaucum,CIGL
hapuu li,Cibotium,menziesii,CIME8
manfern,Cibotium,spp.,CIBOT
quinine,Cinchona,pubescens,CIPU
cinchona,Cinchona,spp.,CINCH
cassia,Cinnamomum,aromaticum,CIAR8
Padang cassia,Cinnamomum,burmannii,CIBU2
ochod,Cinnamomum,carolinense,CICA2
laurel avispillo,Cinnamomum,elongatum,CIEL2
avispillo,Cinnamomum,montanum,CIMO3
ochod,Cinnamomum,pedatinervium,CIPE6
ochna,Ochna,spp.,OCHNA
Thomas birds-eye bush,Ochna,thomasiana,OCTH
Ochroma pyramidale,Ochroma,pyramidale,OCPY
holei,Ochrosia,compta,OCCO
island yellowwood,Ochrosia,haleakalae,OCHA
Kauai yellowwood,Ochrosia,kauaiensis,OCKA
Hawaii yellowwood,Ochrosia,kilaueaensis,OCKI
yellowwood,Ochrosia,spp.,OCHRO2
laurel espada,Ocotea,floribunda,OCFL
black sweetwood,Ocotea,foeniculacea,OCFO
loblolly sweetwood,Ocotea,leucoxylon,OCLE
nemoca,Ocotea,moschata,OCMO
laurel sassafras,Ocotea,nemodaphne,OCNE
laurel de paloma,Ocotea,portoricensis,OCPO
nemoca cimarrona,Ocotea,spathulata,OCSP
Wright's laurel canelon,Ocotea,wrightii,OCWR
olive,Olea,europaea,OLEU
olive,Olea,spp.,OLEA
fanuamamala,Homalanthus,acuminatus,HOAC4
fanuamamala,Homalanthus,nutans,HONU3
Homalanthus,Homalanthus,spp.,HOMAL6
cochineal nopal cactus,Opuntia,cochenillifera,OPCO4
tuna cactus,Opuntia,ficus-indica,OPFI
common pricklypear,Opuntia,monacantha,OPMO5
pricklypear,Opuntia,spp.,OPUNT
"amansis, edebsungelked, necklace bead tree",Ormosia,calavensis,ORCA12
peronia,Ormosia,krugii,ORKR
kesiamel,Osmoxylon,oliveri,OSOL
kesiamel,Osmoxylon,pachyphyllum,OSPA
Osmoxylon,Osmoxylon,spp.,OSMOX
pincho palo de rosa,Ottoschulzia,rhodoxylon,OTRH
chicharron amarillo,Ouratea,ilicifolia,OUIL
abey amarillo,Ouratea,littoralis,OULI
guanabanilla,Ouratea,striata,OUST
blacklancewood,Oxandra,lanceolata,OXLA4
haya,Oxandra,laurifolia,OXLA5
"miich era ngebard, guiana chestnut",Pachira,aquatica,PAAQ2
wild chestnut,Pachira,insignis,PAIN7
gasu,Palaquium,stehlinii,PAST24
tafetan,Palicourea,alpina,PAAL9
red cappel,Palicourea,crocea,PACR3
Palicourea croceoides,Palicourea,croceoides,PACR18
showy cappel,Palicourea,guianensis,PAGU
chertochet,Pandanus,aimiriikensis,PAAI
matal,Pandanus,cominsii,PACO51
ongor,Pandanus,compressus,PACO3
silaue,Pandanus,cylindricus,PACY10
kienpel,Pandanus,dilatatus,PADI2
ongor,Pandanus,divergens,PADI29
pahong,Pandanus,dubius,PADU3
ongor,Pandanus,duriocarpus,PADU4
moak,Pandanus,enchabiensis,PAEN
hara,Pandanus,fischerianus,PAFI
aggag,Pandanus,fragrans,PAFR7
nenketak,Pandanus,hosinoi,PAHO6
pacheren,Pandanus,jaluitensis,PAJA3
buuk,Pandanus,kanehirae,PAKA2
siu,Pandanus,korrensis,PAKO2
lakatwa,Pandanus,lakatwa,PALA3
"erwan, jonmouia",Pandanus,laticanaliculatus,PALA4
"intekul, pasyure",Pandanus,macrocephalus,PAMA3
"ongor, ertochet",Pandanus,macrojeanneretia,PAMA32
menne,Pandanus,menne,PAME18
Palaquium karrak,Palaquium,karrak,PAKA
Pandanus odontoides,Pandanus,odontoides,PAOD2
"ongor, ertochet",Pandanus,palawensis,PAPA38
peet,Pandanus,patina,PAPA39
ongor,Pandanus,peliliuensis,PAPE
"alwan, kipal, taip",Pandanus,ponapensis,PAPO2
"deipw, jomineia",Pandanus,pulposus,PAPU18
pathaplip,Pandanus,rectangulatus,PARE2
fasa,Pandanus,reineckei,PARE19
magojokojok,Pandanus,rotundatus,PARO2
matieu,Cinnamomum,sessilifolium,CISE2
cinnamon,Cinnamomum,spp.,CINNA2
cinnamon,Cinnamomum,verum,CIVE2
juniper berry,Citharexylum,caudatum,CICA8
spiny fiddlewood,Citharexylum,spinosum,CISP3
fiddlewood,Citharexylum,spp.,CITHA
threespike fiddlewood,Citharexylum,tristachyum,CITR7
samoensis,Citronella,samoensis,CISA2
Lime (Tipolo),Citrus,aurantifolia,CIAU
key lime,Citrus,xaurantiifolia,CIAU7
sour orange,Citrus,xaurantium,CIAU8
lemon,Citrus,xlimon,CILI5
grapefruit,Citrus,xparadisi,CIPA3
sweet orange,Citrus,xsinensis,CISI3
"grapefruit, kahet magas",Citrus,grandis,CIGR
limon china,Citrus,hystrix,CIHY2
"kahet, wild orange",Citrus,macroptera,CIMA10
Citrus maxima,Citrus,maxima,CIMA5
Citrus medica,Citrus,medica,CIME3
"calamondin, kingkang",Citrus,mitis,CIMI3
Citrus reticulata,Citrus,reticulata,CIRE3
koee,Claoxylon,carolinianum,CLCA15
Claoxylon fallax,Claoxylon,fallax,CLFA6
Claoxylon longiracemosum,Claoxylon,longiracemosum,CLLO5
"katteknau, katot",Claoxylon,marianum,CLMA25
poola,Claoxylon,sandwicense,CLSA
claoxylon,Claoxylon,spp.,CLAOX
Cleistanthus carolinianus,Cleistanthus,carolinianus,CLCA18
Cleistanthus insularis,Cleistanthus,insularis,CLIN8
Cleistanthus,Cleistanthus,spp.,CLEIS5
oha wai nui Clermontia,Clermontia,leptoclada,CLLE3
oha wai nui,Clermontia,arborescens,CLAR4
Kauai clermontia,Clermontia,clermontioides,CLCL
Kohala Mountain clermontia,Clermontia,drepanomorpha,CLDR2
haha aiakamanu,Clermontia,fauriei,CLFA
bog clermontia,Clermontia,grandiflora,CLGR3
oha kepau,Clermontia,hawaiiensis,CLHA4
forest clermontia,Clermontia,kakeana,CLKA
Waipio Valley clermontia,Clermontia,kohalae,CLKO
hillside clermontia,Clermontia,lindseyana,CLLI3
Maui clermontia,Clermontia,micrantha,CLMI3
Mauna Loa clermontia,Clermontia,montis-loa,CLMO5
Oahu clermontia,Clermontia,oblongifolia,CLOB2
Wailai Pali clermontia,Clermontia,pallida,CLPA6
smallflower clermontia,Clermontia,parviflora,CLPA8
pele clermontia,Clermontia,peleana,CLPE2
Waioiani clermontia,Clermontia,persicifolia,CLPE3
Hamakua clermontia,Clermontia,pyrularia,CLPY2
Clermontia singuliflora,Clermontia,singuliflora,CLSI3
clermontia,Clermontia,spp.,CLERM
Haleakala clermontia,Clermontia,tuberculata,CLTU2
swampforest clermontia,Clermontia,waimeae,CLWA2
haggarbush,Clerodendrum,aculeatum,CLAC2
stickbush,Clerodendrum,chinense,CLCH4
Natal glorybower,Clerodendrum,glabrum,CLGL2
turks turbin,Clerodendrum,indicum,CLIN
velvetleaf glorybower,Clerodendrum,macrostegium,CLMA24
glorybower,Clerodendrum,spp.,CLERO2
teta prieta,Cleyera,albopunctata,CLAL4
jackass breadnut,Clibadium,erosum,CLER
Clidemia cymosa,Clidemia,cymosa,CLCY5
soapbush,Clidemia,hirta,CLHI3
Philippine pigeonwings,Clitoria,fairchildiana,CLFA5
cupeillo,Clusia,clusioides,CLCL2
Grundlach's attorney,Clusia,gundlachii,CLGU
cupey de monte,Clusia,minor,CLMI2
Scotch attorney,Clusia,rosea,CLRO
attorney,Clusia,spp.,CLUSI
deepwoods fern,Cnemidaria,horrida,CNHO
screwpine,Pandanus,spp.,PANDA
Tahitian screwpine,Pandanus,tectorius,PATE2
kiparenwel,Pandanus,tolotomensis,PATO6
mojel,Pandanus,trukensis,PATR
common screwpine,Pandanus,utilis,PAUT
berrakelongor,Pandanus,variegatus,PAVA4
rauel,Pangium,edule,PAED4
"lonlin, lajokorer",Pandanus,obliquus,PAOB7
scratchthroat,Parathesis,crenulata,PACR2
sea,Parinari,insularum,PAIN20
ais,Parinari,laurina,PALA5
Parinari,Parinari,spp.,PARIN
parkia,Parkia,spp.,PARKI3
Parkia korom,Parkia,korom,PAKO5
kmekumer,Parkia,parvifoliola,PAPA2
Parkia timoriana,Parkia,timoriana,PATI5
Jerusalem thorn,Parkinsonia,aculeata,PAAC3
paloverde,Parkinsonia,spp.,PARKI2
cuachilote,Parmentiera,aculeata,PAAC13
candle tree,Parmentiera,cereifera,PACE8
Peltophorum pterocarpum,Peltophorum,pterocarpum,PEPT3
ngis,Pemphis,acidula,PEAC6
butter tree,Pentadesma,butyracea,PEBU4
jiqi,Pera,bumeliifolia,PEBU2
Pericopsis mooniana,Pericopsis,mooniana,PEMO13
olomea,Perrottetia,sandwicensis,PESA3
canela,Persea,krugii,PEKR
aquacatillo,Persea,urbaniana,PEUR2
bastard stopper,Petitia,domingensis,PEDO
aquilon prieto,Phialanthus,grandifolius,PHGR11
candlewood,Phialanthus,myrtilloides,PHMY
Canary Island date palm,Phoenix,canariensis,PHCA13
date palm,Phoenix,dactylifera,PHDA4
date palm,Phoenix,spp.,PHOEN2
date palm,Phoenix,sylvestris,PHSY3
Chinese  photinia,Photinia,davidiana,PHDA5
Tahitian gooseberry tree,Phyllanthus,acidus,PHAC3
pamakani mahu,Phyllanthus,distichus,PHDI10
gamo de costa,Phyllanthus,juglandifolius,PHJU2
Phyllanthus orbicularis,Phyllanthus,orbicularis,PHOR10
Florida bitterbush,Picramnia,pentandra,PIPE
bitterwood,Picrasma,excelsa,PIEX
fustic,Pictetia,aculeata,PIAC
aceitillo,Pilocarpus,racemosus,PIRA3
Royen's tree cactus,Pilosocereus,royenii,PIRO6
allspice,Pimenta,dioica,PIDI2
bayrumtree,Pimenta,racemosa,PIRA
bayrumtree,Pimenta,racemosa,PIRAG
Pimenta,Pimenta,spp.,PIMEN
"chebouch, demailei",Pinanga,insignis,PIIN5
Caribbean pine,Pinus,caribaea,PICA18
Chinese red pine,Pinus,massoniana,PIMA11
Merkus pine,Pinus,merkusii,PIME2
ocote chino,Pinus,oocarpa,PIOO2
Mexican weeping pine,Pinus,patula,PIPA13
maritime pine,Pinus,pinaster,PIPI6
higuillo de hoja menuda,Piper,aduncum,PIAD
higuillo de limon,Piper,amalago,PIAM2
moth pepper,Piper,blattarum,PIBL
Pacific silver fir,Abies,amabilis,ABAM
balsam fir,Abies,balsamea,ABBA
Santa Lucia or bristlecone fir,Abies,bracteata,ABBR
white fir,Abies,concolor,ABCO
Fraser fir,Abies,fraseri,ABFR
grand fir,Abies,grandis,ABGR
corkbark fir,Abies,lasiocarpa,ABLAA
subalpine fir,Abies,lasiocarpa,ABLA
California red fir,Abies,magnifica,ABMA
Shasta red fir,Abies,shastensis,ABSH
noble fir,Abies,procera,ABPR
white-cedar spp.,Chamaecyparis,spp.,CHAMA4
Port-Orford-cedar,Chamaecyparis,lawsoniana,CHLA
Alaska yellow-cedar,Chamaecyparis,nootkatensis,CHNO
Atlantic white-cedar,Chamaecyparis,thyoides,CHTH2
cypress,Cupressus,spp.,CUPRE
Arizona cypress,Cupressus,arizonica,CUAR
Baker or Modoc cypress,Cupressus,bakeri,CUBA
Tecate cypress,Cupressus,forbesii,CUFO2
Monterey cypress,Cupressus,macrocarpa,CUMA2
Sargent's cypress,Cupressus,sargentii,CUSA3
MacNab's cypress,Cupressus,macnabiana,CUMA
redcedar/juniper spp.,Juniperus,spp.,JUNIP
Pinchot juniper,Juniperus,pinchotii,JUPI
redberry juniper,Juniperus,coahuilensis,JUCO11
Drooping juniper,Juniperus,flaccida,JUFL
Ashe juniper,Juniperus,ashei,JUAS
California juniper,Juniperus,californica,JUCA7
alligator juniper,Juniperus,deppeana,JUDE2
western juniper,Juniperus,occidentalis,JUOC
Utah juniper,Juniperus,osteosperma,JUOS
Rocky Mountain juniper,Juniperus,scopulorum,JUSC2
southern redcedar,Juniperus,virginiana,JUVIS
eastern redcedar,Juniperus,virginiana,JUVI
oneseed juniper,Juniperus,monosperma,JUMO
larch spp.,Larix,spp.,LARIX
tamarack (native),Larix,laricina,LALA
subalpine larch,Larix,lyallii,LALY
western larch,Larix,occidentalis,LAOC
incense-cedar,Calocedrus,decurrens,CADE27
spruce spp.,Picea,spp.,PICEA
Norway spruce,Picea,abies,PIAB
Brewer spruce,Picea,breweriana,PIBR
Engelmann spruce,Picea,engelmannii,PIEN
white spruce,Picea,glauca,PIGL
black spruce,Picea,mariana,PIMA
blue spruce,Picea,pungens,PIPU
red spruce,Picea,rubens,PIRU
treadsoftly,Cnidoscolus,aconitifolius,CNAC
uvilla,Coccoloba,costata,COCO8
whitewood,Coccoloba,krugii,COKR
puckhout,Coccoloba,microstachya,COMI
pale seagrape,Coccoloba,pallida,COPA24
grandleaf seagrape,Coccoloba,pubescens,COPU
uvera,Coccoloba,pyrifolia,COPY
ortegon,Coccoloba,rugosa,CORU4
uvero de monte,Coccoloba,sintenisii,COSI2
Swartz's pigeonplum,Coccoloba,swartzii,COSW
Bahama pigeonplum,Coccoloba,tenuifolia,COTE9
seagrape,Coccoloba,uvifera,COUV
false chiggergrape,Coccoloba,venosa,COVE
Coccothrinax barbadensis,Coccothrinax,barbadensis,COBA3
silk cottontree,Cochlospermum,vitifolium,COVI
coconut palm,Cocos,spp.,COCOS
garden croton,Codiaeum,variegatum,COVA3
Arabian coffee,Coffea,arabica,COAR2
Coffea liberica,Coffea,liberica,COLI8
coffee,Coffea,spp.,COFFE
Cojoba arborea,Cojoba,arborea,COAR9
abata cola,Cola,acuminata,COAC4
"uab, chuchab",Colona,scabra,COSC13
greenheart,Colubrina,arborescens,COAR3
Asian nakedwood,Colubrina,asiatica,COAS3
kauila,Colubrina,oppositifolia,COOP
nakedwood,Colubrina,spp.,COLUB
Urban's nakedwood,Colubrina,verrucosa,COVE6
ochaol,Combretum,tetralophum,COTE15
Mao,Commersonia,bartramia,COBA17
poison ash,Comocladia,dodonaea,CODO
carrasco,Comocladia,glabra,COGL4
mangrove,Conocarpus,spp.,CONOC
Luquillo Mountain snailwood,Conostegia,rufescens,CORU17
Consolea moniliformis,Consolea,moniliformis,COMO8
Consolea rubescens,Consolea,rubescens,CORU8
copaiba,Copaifera,officinalis,COOF2
forest mirrorplant,Coprosma,foliosa,COFO2
koi,Coprosma,kauensis,COKA
Oahu mirrorplant,Coprosma,longifolia,COLO4
alpine mirrorplant,Coprosma,montana,COMO3
Maui mirrorplant,Coprosma,ochracea,COOC3
pubescent mirrorplant,Coprosma,pubens,COPU8
woodland mirrorplant,Coprosma,rhynchocarpa,CORH
mirrorplant,Coprosma,spp.,COPRO
olena,Coprosma,waimeae,COWA4
Spanish elm,Cordia,alliodora,COAL
Tou,Cordia,aspera,COAS6
muneco,Cordia,borinquensis,COBO3
red manjack,Cordia,collococca,COCO5
fragrant manjack,Cordia,dichotoma,CODI18
smooth manjack,Cordia,laevigata,COLA12
Cordia micronesica,Cordia,micronesica,COMI6
clammy cherry,Cordia,obliqua,COOB3
San Bartolome,Cordia,rickseckeri,CORI
Puerto Rico manjack,Cordia,rupicola,CORU5
cordia,Cordia,spp.,CORDI
kou,Cordia,subcordata,COSU2
Guyanese pepper,Piper,glabrescens,PIGL3
Jamaican pepper,Piper,hispidum,PIHI2
Caracas pepper,Piper,jacquemontianum,PIJA
marigold pepper,Piper,marginatum,PIMA4
spanish elder,Piper,swartzianum,PISW
Waimea pipturus,Pipturus,albidus,PIAL2
soga,Pipturus,argenteus,PIAR8
pipturus,Pipturus,spp.,PIPTU
stinkwood,Piscidia,carthagenensis,PICA5
piscidia,Piscidia,spp.,PISCI
corcho bobo,Pisonia,albida,PIAL3
Australasian catchbirdtree,Pisonia,brunoniana,PIBR3
grand devils-claws,Pisonia,grandis,PIGR6
aulu,Pisonia,sandwicensis,PISA5
catchbirdtree,Pisonia,spp.,PISON
water mampoo,Pisonia,subcordata,PISU
umbrella catchbirdtree,Pisonia,umbellifera,PIUM2
Kauai catchbirdtree,Pisonia,wagneriana,PIWA2
monkeypod,Pithecellobium,dulce,PIDU
catclaw blackbead,Pithecellobium,unguis-cati,PIUN
"Mona cheesewood, Pittosporum",Pittosporum,monae,PIMO4
Hawaii poisonberry tree,Pittosporum,argentifolium,PIAR4
hoawa,Pittosporum,confertiflorum,PICO4
Waianae Range cheesewood,Pittosporum,flocculosum,PIFL4
Waialeale cheesewood,Pittosporum,gayanum,PIGA2
Koolau Range cheesewood,Pittosporum,glabrum,PIGL4
hoawa,Pittosporum,halophilum,PIHA3
Hawaii cheesewood,Pittosporum,hawaiiense,PIHA4
Kona cheesewood,Pittosporum,hosmeri,PIHO
Kauai cheesewood,Pittosporum,kauaiense,PIKA3
royal cheesewood,Pittosporum,napaliense,PINA
Taiwanese cheesewood,Pittosporum,pentandrum,PIPE8
cheesewood,Pittosporum,spp.,PITTO
cream cheesewood,Pittosporum,terminalioides,PITE5
Australian cheesewood,Pittosporum,undulatum,PIUN2
cape cheesewood,Pittosporum,viridiflorum,PIVI5
alaa,Planchonella,garberi,PLGA2
alaa,Planchonella,grayana,PLGR11
alaa,Planchonella,linggensis,PLLI6
mamalava,Planchonella,samoensis,PLSA9
Planchonella,Planchonella,spp.,PLANC
mamalava,Planchonella,torricellensis,PLTO2
Oriental arborvitae,Platycladus,orientalis,PLOR80
Hawaii pilo kea,Platydesma,remyi,PLRE4
Maui pilo kea,Platydesma,spathulata,PLSP3
platydesma,Platydesma,spp.,PLATY
chupa gallo,Pleodendron,macranthum,PLMA6
golden hala pepe,Pleomele,aurea,PLAU2
Maui hala pepe,Pleomele,auwahiensis,PLAU5
Lanai hala pepe,Pleomele,fernaldii,PLFE
Waianae Range hala pepe,Pleomele,forbesii,PLFO2
royal hala pepe,Pleomele,halapepe,PLHA3
Hawaii hala pepe,Pleomele,hawaiiensis,PLHA4
hala pepe,Pleomele,spp.,PLEOM
nosegaytree,Plumeria,alba,PLAL
Singapore graveyard flower,Plumeria,obtusa,PLOB2
Plumeria obtusa,Plumeria,obtusa,PLOBO
templetree,Plumeria,rubra,PLRU2
Plumeria,Plumeria,spp.,PLUME
yucca plum pine,Podocarpus,coriaceus,POCO3
Poitea florida,Poitea,florida,POFL20
Poitea punicea,Poitea,punicea,POPU19
violet tree,Polygala,cowellii,POCO5
crevajosa,Polygala,penaea,POPE13
bungaruau,Polyscias,grandifolia,POGR28
geranium aralia,Polyscias,guilfoylei,POGU
bngei,Polyscias,nodosa,PONO10
tagitagi,Polyscias,samoensis,POSA27
shield aralia,Polyscias,scutellaria,POSC10
Polyscias,Polyscias,spp.,POLYS4
tava,Pometia,pinnata,POPI12
Sitka spruce,Picea,sitchensis,PISI
pine spp.,Pinus,spp.,PINUS
whitebark pine,Pinus,albicaulis,PIAL
Rocky Mountain bristlecone pine,Pinus,aristata,PIAR
knobcone pine,Pinus,attenuata,PIAT
foxtail pine,Pinus,balfouriana,PIBA
jack pine,Pinus,banksiana,PIBA2
common or two-needle pinyon,Pinus,edulis,PIED
sand pine,Pinus,clausa,PICL
lodgepole pine,Pinus,contorta,PICO
Coulter pine,Pinus,coulteri,PICO3
shortleaf pine,Pinus,echinata,PIEC2
slash pine,Pinus,elliottii,PIEL
Apache pine,Pinus,engelmannii,PIEN2
limber pine,Pinus,flexilis,PIFL2
southwestern white pine,Pinus,strobiformis,PIST3
spruce pine,Pinus,glabra,PIGL2
Jeffrey pine,Pinus,jeffreyi,PIJE
sugar pine,Pinus,lambertiana,PILA
Chihuahua pine,Pinus,leiophylla,PILE
western white pine,Pinus,monticola,PIMO3
bishop pine,Pinus,muricata,PIMU
longleaf pine,Pinus,palustris,PIPA2
ponderosa pine,Pinus,ponderosa,PIPO
Table Mountain pine,Pinus,pungens,PIPU5
Monterey pine,Pinus,radiata,PIRA2
red pine,Pinus,resinosa,PIRE
pitch pine,Pinus,rigida,PIRI
gray or California foothill pine,Pinus,sabiniana,PISA2
pond pine,Pinus,serotina,PISE
eastern white pine,Pinus,strobus,PIST
Scotch pine,Pinus,sylvestris,PISY
loblolly pine,Pinus,taeda,PITA
Virginia pine,Pinus,virginiana,PIVI2
singleleaf pinyon,Pinus,monophylla,PIMO
border pinyon,Pinus,discolor,PIDI3
Arizona pine,Pinus,arizonica,PIAR5
Austrian pine,Pinus,nigra,PINI
Washoe pine,Pinus,washoensis,PIWA
four-leaf or Parry pinyon pine,Pinus,quadrifolia,PIQU
Torrey pine,Pinus,torreyana,PITO
Mexican pinyon pine,Pinus,cembroides,PICE
Papershell pinyon pine,Pinus,remota,PIRE5
Great Basin bristlecone pine,Pinus,longaeva,PILO
Arizona pinyon pine,Pinus,monophylla,PIMOF
Honduras pine,Pinus,elliottii,PIELE2
Douglas-fir spp.,Pseudotsuga,spp.,PSEUD7
bigcone Douglas-fir,Pseudotsuga,macrocarpa,PSMA
mucilage manjack,Cordia,sulcata,COSU3
tiplant,Cordyline,fruticosa,COFR2
cordyline,Cordyline,spp.,CORDY2
nigua,Cornutia,obovata,COOB4
azulejo,Cornutia,pyramidata,COPY2
redgum,Corymbia,calophylla,COCA48
Corymbia citriodora,Corymbia,citriodora,COCI4
redflower gum,Corymbia,ficifolia,COFI7
red bloodwood,Corymbia,gummifera,COGU4
karaka nut,Corynocarpus,laevigatus,COLA6
corynocarpus,Corynocarpus,spp.,CORYN2
cannonball tree,Couroupita,guianensis,COGU3
sacred garlic pear,Crateva,religiosa,CRRE12
"houka, calabash",Crescentia,alata,CRAL11
common calabash tree,Crescentia,cujete,CRCU
higuerito,Crescentia,linearifolia,CRLI5
higuero de sierra,Crescentia,portoricensis,CRPO6
Critonia portoricensis,Critonia,portoricensis,CRPO7
maidenberry,Crossopetalum,rhacoma,CRRH
Saitamu,Crossostylis,biflora,CRBI9
longbeak rattlebox,Crotalaria,longirostrata,CRLO3
wild marrow,Croton,astroites,CRAS3
Croton flavens,Croton,flavens,CRFL23
sabinon,Croton,poecilanthus,CRPO4
Cryptocarya oreophila,Cryptocarya,oreophila,CROR5
laulilii,Cryptocarya,elegans,CREL8
holio,Cryptocarya,mannii,CRMA8
cryptocarya,Cryptocarya,spp.,CRYPT2
laulilii,Cryptocarya,turbinata,CRTU4
Japanese cedar,Cryptomeria,japonica,CRJA3
Japanese cedar,Cryptomeria,spp.,CRYPT4
Chinese fir,Cunninghamia,lanceolata,CULA
wild ackee,Cupania,americana,CUAM
guara blanca,Cupania,triquetra,CUTR
cedar-of-Goa,Cupressus,lusitanica,CULU2
Italian cypress,Cupressus,sempervirens,CUSE2
Haleakala cyanea,Cyanea,aculeatiflora,CYAC4
palmtree cyanea,Cyanea,arborea,CYAR10
Kauai cyanea,Cyanea,fissa,CYFI6
Degeners cyanea,Cyanea,floribunda,CYFL4
Kilauea Mauna cyanea,Cyanea,giffardii,CYGI5
wetforest cyanea,Cyanea,hamatiflora,CYHA6
Oahu cyanea,Cyanea,hardyi,CYHA7
prickly cyanea,Cyanea,horrida,CYHO6
Limahuli Valley cyanea,Cyanea,kuhihewa,CYKU3
Kunths cyanea,Cyanea,kunthiana,CYKU
giant kokee cyanea,Cyanea,leptostegia,CYLE5
